,Sugar,Ginger,Milk 3 Fat,TEA POWDER,Green Elaichi,Eggs,Maida,Salt Tata,Refind Oil,Atta,Clams,Mango Pulp,Curd Mother Dairy,Onion,Cucumber,Green Chilly,Beetroots,Jeera Powder,Potato,Cauliflower,Peel Garlic,Garam Masala,Ghee Nandani,Haldi Powder,Kasuri Methi,Kitchen King,Coriander Leaves,Rai,BASMATI RICE,Amul Cream,Chat Masala,Jeera Whole,Methi (w),Coconut Milk Powder,Lemon,Boondi,Jal Jeera,Kokum,Banana Leaf,Coconut Big,Dhaniya Whole,Bedki Chilli Dry,Chicken Breast Bonless,Capsicum,Badi Sunf,Dry Ginger,Kashmiri Chilli,Cinnamon (dalchini),Carrots,GREEN PEAS,FRESH BEANS,Malai Paneer,Laung,Javantry,Star Fool,Tej Patta,Kaju Tukda,Rose Water,Kewra Water,Basmati Rice,Mint Leaves,Chicken Masala,Sesame Oil,Soya Sauce LLK,Aromatic Powder,Veg Oyester Sauce,Chicken Leg Bonless,Coconut Oil,Strawberry Ice Cream,Besan,Broccoli,Asparagus,Baby Corn,Corn Flour,Green Zucchini,Tomato Ketchup,Bell Pepper Red,Water Chestnuts,Bell Papper Yellow,White Pepper Powder,Butter Amul,POHA,Appam Rice,Eno Regular,American Corn,Capsico Sauce,Fresh Red Chilly,Black Pepper Whole,Toor Dal,Pista,ALMOND,Fresh Milk (tabela),MAIDA,Jaiphal,CORN FLOUR,ROSE WATER,White Vinegar,Ajwain,Malai Kulfi,Mango Slice Kulfi,Papad big,Kabuli Chana,Bread Slice,CELERY LEAVES,CHANA DAL,Cheese Amul,Veg Mayonnaise,Iceberg Lettuce,Fresh Cream,BABY CORN,Cabbage,Dijon Mustard,Pineapple Fruit,Rawas Fish,Sev,Papdi,Mutton Big Raan,COCONUT DRY,Methi Fresh,Pok Choy,Potato Starch,Fresh Mushroom,Honey,Chana Dal,Rajma Chitra,Tomato Puree,Black Urad Whole,RAI,Celery Leaves,Kaju Whole,Medium Prawns,Green Curry Paste,Green Peas,Fresh Beans,Hoisin Sauce,Surmay Fish,MOONG DAL,Curd,APPLE,PAPAYA,8 To 9 Sauce,Kashmiri Chilli Powder,BELL PAPPER YELLOW,Bhavnagri Chilly,Yellow Chilli Powder,Peri Peri Masala,Fresh Basil,Shiitake Mushroom,Crab Meat,Sevai,Wonton Patta,Hing Powder,Shao Hsing Vinegar,Pomfret,Millennium Kulfi,RICE ATTA,Gulab Badam Slice Kulfi,Kesar Pista Kulfi,Kalonji,AMERICAN CORN,Papad Big,Vanilla Md Ice Cream,Baby Potato,Baby corn,Karela,Indian Chives,Squid,Prawns Frozen 70/80,Bread Crumbs Penko,Kikkoman Soya,Bbq Sauce,Black Pepper Powder,Lady Finger,Aalu Bukhara (plum),Chocolate Ice Cream,Imli,Lemon Grass,Tom Yum Cube,Green Corn,Sweet Corn Cream,PINEAPPLE FRUIT,Roasted Almond Slice Kulfi,METHI FRESH,Apple,Bean Sprouts,Green Peppercorn,Baking Powder,Butter Scotch Ice Cream,Tofu,Glass Noodles,Frut Overload Ice Cream,Bombil,Maggi Seasoning Sauce,Kafir Lemon Leaves,Madras Curry Powder,Chinese Cabbage,Moong Dal,Olive Oil,Plum Sauce,Mustard Kasundi 1000gm,Worcestershire Sauce Kalvert (bar),Makai Atta,Black Till,Black Fungus,Black Beans Seed,Sambal Oleal Sauce,Crab Whole Big,Green Olive Slice,Lemon Leaves,maida,sugar,atta,curd,coriander leaves,ghee,bajra,rice atta,jeera powder,cucumber,olive oil,american corn,cherry tomato,risotto rice,ginger,cauliflower,kitchen king,rai,onion,toor dal,moong whole,sev,chat masala,milk,besan,mint leaves,green chilly,garlic powder,iceberg lettuce,potato,mawa,black dal,chana dal,ajwain,green peas,boondi,capsicum,sama rice,kabuli chana,baby corn,mustard oil,lemon,sabudana,coconut milk,garam masala,lapsi,kasuri methi,tomato ketchup,baked beans,baby potato,khichiya papad,almond,amul cream,orange,feta cheese,lady finger,honey,keel patta,white pepper powder,lemon grass,lemon leaves,coconut milk powder,Green Garlic,Wasabi Tube,Bamboo Shoots,AJWAIN
2024-05-03,680.0,134.0,450.0,30.0,23.0,380.0,3516.0,790.0,805.0,3050.0,0.0,50.0,1320.0,1005.0,90.0,392.0,50.0,40.0,835.0,900.0,1322.0,141.0,988.0,164.0,80.0,140.0,429.0,2.0,150.0,2050.0,403.0,178.0,5.0,206.0,57.0,0.0,0.0,0.0,0.5,50.0,5.0,15.0,980.0,2200.0,0.0,0.0,71.0,6.0,450.0,140.0,400.0,8315.0,4.0,2.0,17.0,4.0,454.0,20.0,20.0,2300.0,29.0,12.0,2.0,326.0,70.0,100.0,4100.0,0.0,0.0,100.0,680.0,60.0,400.0,400.0,105.0,135.0,360.0,60.0,360.0,23.0,642.0,40.0,700.0,20.0,760.0,8.0,184.0,11.0,600.0,3.0,6.0,1290.0,0.0,0.0,100.0,5.0,7.5,0.0,4.0,2.0,70.0,0.0,4.0,4.0,0.0,390.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,280.0,115.0,25.0,780.0,0.0,350.0,350.0,740.0,1050.0,0.0,20.0,0.0,350.0,0.0,52.0,70.0,0.0,0.0,43.0,10.0,100.0,80.0,2.0,4.0,150.0,100.0,0.0,0.0,65.0,75.0,0.0,20.0,90.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,200.0,30.0,25.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,120.0,60.0,30.0,0.0,500.0,0.0,0.0,0.0,25.0,200.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.82,0.23800000000000002,0.7000000000000001,1.79,0.22,1.7850000000000001,0.35,0.3,0.123,0.0,0.06,0.08,0.0,0.0,0.039,0.38,0.122,0.0,0.318,0.8,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.30000000000000004,0.152,0.0,0.85,0.0,0.078,0.0,0.4,0.014,0.09,0.12,0.0,0.0,0.009000000000000001,0.0,0.004,0.0,0.0,0.5,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2024-05-04,1180.0,144.0,1225.0,10.0,30.0,841.0,6927.0,1465.0,1742.0,3825.0,0.0,0.0,1422.0,1645.0,120.0,947.0,50.0,40.0,1045.0,1010.0,3186.0,297.0,2156.0,346.0,174.0,292.0,1046.0,0.0,0.0,3750.0,816.0,377.0,5.0,1222.0,229.0,20.0,40.0,102.0,0.0,50.0,25.0,45.0,2200.0,2860.0,0.0,0.0,152.0,6.0,1150.0,1200.0,1810.0,14885.0,6.0,2.0,14.0,2.0,210.0,12.0,10.0,3200.0,82.0,28.0,0.0,505.0,122.0,275.0,11620.0,0.0,300.0,50.0,450.0,80.0,300.0,690.0,220.0,485.0,645.0,40.0,645.0,42.0,969.0,20.0,900.0,15.0,2200.0,20.0,238.0,36.0,4800.0,8.0,0.0,1130.0,10.0,2.0,165.0,19.0,65.0,0.0,5.0,0.0,150.0,0.0,1009.0,8.0,0.0,975.0,0.0,0.0,0.0,800.0,470.0,0.0,0.0,0.0,10.0,10.0,1100.0,100.0,780.0,210.0,40.0,2460.0,10.0,450.0,450.0,900.0,1350.0,1.0,30.0,44.0,0.0,0.0,302.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,350.0,200.0,0.0,0.0,120.0,85.0,0.0,20.0,90.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,400.0,0.0,240.0,500.0,0.0,0.0,0.0,0.0,0.0,300.0,45.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,100.0,60.0,0.0,1.0,240.0,60.0,30.0,0.0,0.0,2.0,0.0,0.0,150.0,200.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.94,0.41800000000000004,2.14,7.08,0.311,3.92,0.0,0.44999999999999996,0.46199999999999997,0.0,0.42000000000000004,0.0,0.0,0.22,0.126,0.34,0.33799999999999997,0.014,1.544,1.6,0.4,0.1,0.138,1.01,0.12,0.016,0.016,0.04,0.64,0.04,0.16,0.2,0.1,0.16,2.73,0.05,2.294,0.0,1.6,0.056,0.36,0.3,0.0,0.07,0.01,0.0,0.07200000000000001,0.01,0.04,0.0,0.03,0.024,0.1,0.0,0.0,0.0,0.0,0.0,0.006,0.12,0.008,0.24,0.0,0.0,0.0,0.0
2024-05-05,1721.0,143.0,1145.0,0.0,43.0,895.0,7180.0,1780.0,2075.0,5100.0,0.0,0.0,1257.0,1210.0,60.0,1051.0,50.0,60.0,1065.0,1890.0,3701.0,341.0,2070.0,394.0,194.0,336.0,1131.0,2.0,330.0,6074.0,906.0,575.0,0.0,2072.0,102.0,0.0,0.0,0.0,0.0,0.25,19.0,35.0,2675.0,4590.0,2.0,2.0,113.0,14.0,2340.0,2280.0,3470.0,21925.0,12.0,0.0,6.0,0.0,378.0,32.0,0.0,7500.0,73.0,24.0,2.0,451.0,148.0,245.0,9800.0,20.0,0.0,200.0,840.0,50.0,680.0,891.0,260.0,540.0,790.0,200.0,790.0,50.0,1350.0,20.0,700.0,10.0,2060.0,20.0,316.0,31.0,600.0,11.0,6.0,2140.0,10.0,2.0,305.0,27.0,70.0,10.0,6.0,0.0,110.0,0.0,424.0,24.0,0.0,980.0,0.0,0.0,0.0,800.0,830.0,0.0,0.0,0.0,10.0,10.0,1420.0,50.0,1380.0,80.0,32.0,2130.0,25.0,700.0,700.0,1400.0,2100.0,3.0,90.0,20.0,0.0,0.0,152.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,350.0,100.0,0.0,0.0,130.0,30.0,70.0,80.0,360.0,2.0,0.0,800.0,0.0,0.0,0.0,1.0,0.0,200.0,0.0,240.0,500.0,0.0,0.0,2.0,0.0,0.0,620.0,75.0,0.0,0.0,600.0,80.0,120.0,0.0,0.0,0.0,80.0,60.0,0.0,0.0,0.0,100.0,30.0,8.0,0.0,240.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,120.0,0.0,0.0,0.0,2.69,0.326,3.64,8.200000000000001,0.414,3.9850000000000003,0.7,0.6,0.46799999999999997,0.002,0.42,0.0,0.11,0.88,0.115,1.496,0.451,0.018000000000000002,1.84,2.1,0.2,0.0,0.21,4.4,0.03,0.004,0.008,0.01,0.6699999999999999,0.385,0.06,0.0,0.0,0.0,2.572,0.0,1.9100000000000001,0.0,0.8,0.014,0.32,0.184,0.0,0.14,0.022,0.0,0.096,0.0,0.02,0.0,0.054,0.096,0.1,0.0,0.0,0.6,0.0,0.0,0.006,0.24,0.016,0.48,0.0,0.0,0.0,0.0
2024-05-06,338.0,61.0,370.0,10.0,18.0,507.0,3547.0,693.0,852.0,1875.0,0.0,0.0,513.0,865.0,10.0,422.0,0.0,10.0,405.0,380.0,1363.0,104.0,720.0,157.0,78.0,112.0,507.0,0.0,0.0,870.0,320.0,185.0,0.0,654.0,44.0,0.0,0.0,0.0,0.0,0.0,27.0,65.0,1030.0,1330.0,2.0,0.0,55.0,10.0,440.0,420.0,680.0,6765.0,8.0,4.0,4.0,4.0,150.0,22.0,20.0,3600.0,107.0,8.0,2.0,155.0,46.0,20.0,5560.0,0.0,0.0,50.0,105.0,20.0,105.0,212.0,65.0,300.0,215.0,40.0,215.0,16.0,407.0,20.0,500.0,10.0,40.0,8.0,78.0,13.0,2400.0,0.0,0.0,430.0,0.0,0.0,10.0,10.0,2.5,0.0,5.0,0.0,80.0,500.0,410.0,8.0,0.0,75.0,0.0,0.0,0.0,200.0,150.0,0.0,0.0,500.0,0.0,0.0,1100.0,0.0,200.0,25.0,14.0,880.0,0.0,100.0,100.0,200.0,300.0,1.0,10.0,60.0,100.0,0.0,102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200.0,300.0,0.0,0.0,55.0,15.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,240.0,0.0,0.0,0.0,8.0,100.0,0.0,0.0,15.0,0.0,0.0,600.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.94,0.03,0.72,2.86,0.175,1.3800000000000001,0.35,0.3,0.183,0.002,0.06,0.0,0.0,0.0,0.089,0.3,0.188,0.006,0.486,0.7,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.21499999999999997,0.1,0.1,0.05,0.0,0.6,0.0,0.5860000000000001,0.0,0.55,0.014,0.19,0.12,0.0,0.0,0.004,0.0,0.02,0.0,0.02,0.0,0.018000000000000002,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,714.0,102.0,555.0,50.0,41.0,268.0,2021.0,557.0,649.0,1325.0,0.0,0.0,326.0,765.0,20.0,356.0,0.0,10.0,160.0,260.0,1062.0,84.0,676.0,135.0,68.0,84.0,311.0,0.0,0.0,1570.0,277.0,142.0,0.0,304.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,1150.0,1650.0,10.0,0.0,47.0,4.0,420.0,650.0,460.0,6230.0,4.0,2.0,3.0,2.0,54.0,20.0,10.0,2200.0,19.0,12.0,0.0,157.0,48.0,120.0,2060.0,30.0,0.0,100.0,330.0,30.0,240.0,200.0,160.0,100.0,255.0,40.0,255.0,16.0,354.0,20.0,500.0,10.0,420.0,2.0,68.0,24.0,3600.0,11.0,6.0,700.0,10.0,2.0,5.0,8.0,12.5,0.0,1.0,0.0,70.0,0.0,405.0,4.0,0.0,190.0,50.0,100.0,100.0,400.0,470.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,150.0,90.0,13.0,240.0,25.0,200.0,200.0,400.0,600.0,0.0,20.0,0.0,0.0,0.0,112.0,150.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,600.0,0.0,15.0,15.0,0.0,20.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.72,0.138,0.5800000000000001,2.06,0.1,0.385,0.0,0.15,0.05,0.0,0.06,0.04,0.0,0.22,0.062,0.04,0.072,0.009000000000000001,0.245,0.4,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.1,0.0,0.0,0.0,0.35000000000000003,0.05,0.44,0.0,0.55,0.014,0.08,0.09,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-08,1476.0,214.0,420.0,20.0,38.0,360.0,3411.0,914.0,1213.0,2275.0,0.0,0.0,208.0,890.0,20.0,508.0,0.0,0.0,870.0,1110.0,1997.0,165.0,1234.0,214.0,100.0,140.0,517.0,0.0,0.0,1770.0,374.0,279.0,25.0,714.0,157.0,0.0,0.0,0.0,1.5,250.0,40.0,75.0,5000.0,1960.0,0.0,0.0,101.0,8.0,780.0,1250.0,910.0,7790.0,8.0,6.0,7.0,6.0,253.0,60.0,30.0,2800.0,34.0,16.0,2.0,281.0,108.0,290.0,5610.0,30.0,0.0,100.0,550.0,50.0,370.0,530.0,210.0,255.0,530.0,60.0,530.0,33.0,538.0,40.0,1400.0,20.0,1600.0,26.0,208.0,19.0,1200.0,15.0,6.0,3135.0,15.0,3.0,157.5,17.5,30.0,0.0,11.0,0.0,60.0,500.0,604.0,4.0,0.0,370.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,520.0,0.0,0.0,1100.0,0.0,920.0,150.0,39.0,1390.0,0.0,200.0,200.0,480.0,600.0,0.0,70.0,20.0,450.0,0.0,156.0,190.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,225.0,55.0,10.0,20.0,90.0,6.0,0.0,0.0,3.0,100.0,0.0,1.0,6.0,0.0,0.0,0.0,500.0,0.0,0.0,4.0,110.0,20.0,100.0,15.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.02,0.06,0.74,1.73,0.03,0.38,0.0,0.0,0.11,0.0,0.04,0.0,0.0,0.22,0.07,0.08,0.135,0.002,0.266,0.3,0.0,0.1,0.078,0.8,0.0,0.0,0.0,0.0,0.05,0.04,0.05,0.0,0.0,0.0,0.33,0.0,0.166,0.0,0.0,0.0,0.15,0.06,0.0,0.07,0.004,0.0,0.028,0.01,0.0,0.0,0.018000000000000002,0.024,0.1,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.12,0.008,0.24,0.0,0.0,0.0,0.0
2024-05-09,305.0,129.0,210.0,20.0,14.0,217.0,1741.0,607.0,696.0,1650.0,300.0,50.0,827.0,560.0,80.0,379.0,50.0,10.0,1210.0,300.0,1157.0,113.0,676.0,145.0,64.0,108.0,483.0,0.0,0.0,1760.0,361.0,176.0,5.0,254.0,167.0,0.0,0.0,0.0,1.0,50.0,15.0,35.0,2400.0,1900.0,0.0,0.0,42.0,2.0,500.0,600.0,550.0,6990.0,2.0,0.0,0.0,0.0,250.0,2.0,0.0,2500.0,29.0,8.0,2.0,222.0,64.0,125.0,2960.0,30.0,0.0,100.0,320.0,40.0,270.0,345.0,210.0,195.0,330.0,60.0,330.0,25.0,473.0,10.0,400.0,5.0,1370.0,18.0,142.0,35.0,1800.0,0.0,0.0,430.0,0.0,0.0,50.0,3.0,2.5,0.0,4.0,1.0,50.0,0.0,404.0,4.0,0.0,70.0,0.0,0.0,0.0,300.0,470.0,0.0,0.0,0.0,30.0,30.0,1660.0,0.0,100.0,60.0,24.0,855.0,0.0,250.0,250.0,500.0,750.0,0.0,30.0,20.0,350.0,0.0,152.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,202.0,10.0,40.0,20.0,90.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,500.0,0.0,900.0,0.0,300.0,60.0,100.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.108,1.9600000000000002,4.49,0.258,2.73,0.0,0.6,0.197,0.302,0.060000000000000005,0.0,0.01,0.22,0.07,0.2,0.135,0.014,1.578,1.8,0.2,0.1,0.082,1.0,0.06,0.008,0.008,0.02,0.0,0.15000000000000002,0.02,0.1,0.05,0.0,1.35,0.15000000000000002,1.3780000000000001,0.0,0.0,0.014,0.09,0.0,0.5,0.07,0.014,0.0,0.076,0.01,0.0,0.0,0.006,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2024-05-10,1524.0,117.0,840.0,10.0,43.0,789.0,5647.0,1257.0,1514.0,4550.0,0.0,50.0,791.0,1045.0,100.0,820.0,50.0,0.0,965.0,1050.0,2536.0,228.0,1612.0,307.0,150.0,232.0,840.0,0.0,0.0,3250.0,741.0,348.0,0.0,1216.0,109.0,10.0,20.0,0.0,0.0,0.0,2.0,0.0,1900.0,3390.0,2.0,0.0,34.0,16.0,1240.0,1150.0,1750.0,15795.0,14.0,0.0,0.0,0.0,250.0,16.0,0.0,3900.0,20.0,32.0,12.0,375.0,102.0,125.0,7660.0,0.0,0.0,0.0,690.0,50.0,230.0,517.0,160.0,470.0,405.0,100.0,405.0,33.0,907.0,10.0,200.0,5.0,1000.0,16.0,160.0,26.0,3000.0,12.0,0.0,1265.0,15.0,3.0,407.5,20.5,20.0,5.0,8.0,0.0,110.0,0.0,1229.0,28.0,0.0,420.0,50.0,0.0,0.0,400.0,150.0,0.0,10.0,0.0,20.0,20.0,0.0,0.0,820.0,90.0,42.0,1620.0,0.0,250.0,250.0,500.0,750.0,1.0,20.0,24.0,700.0,0.0,300.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,125.0,10.0,80.0,0.0,0.0,0.0,12.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,15.0,0.0,0.0,0.0,40.0,120.0,0.0,0.0,0.0,80.0,60.0,0.0,2.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,60.0,200.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.33,0.01,0.8,0.4,0.107,0.77,0.0,0.3,0.084,0.0,0.0,0.04,0.0,0.0,0.029,0.058,0.018000000000000002,0.0,0.21200000000000002,0.35,0.0,0.0,0.018000000000000002,0.4,0.09,0.012,0.024,0.03,0.06,0.03,0.0,0.1,0.05,0.0,0.186,0.0,0.132,0.0,0.15,0.007,0.0,0.0,0.0,0.0,0.008,0.0,0.014,0.0,0.0,0.0,0.018000000000000002,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2024-05-11,1196.0,176.0,600.0,20.0,44.0,679.0,5679.0,1505.0,1789.0,3225.0,0.0,50.0,1481.0,1790.0,90.0,946.0,200.0,210.0,770.0,850.0,3011.0,298.0,2606.0,360.0,176.0,296.0,972.0,0.0,0.0,5570.0,757.0,541.0,10.0,888.0,128.0,20.0,40.0,0.0,0.0,100.0,45.0,65.0,2010.0,3745.0,0.0,0.0,50.0,12.0,1185.0,1320.0,1430.0,18080.0,12.0,4.0,16.0,4.0,503.0,26.0,20.0,9000.0,99.0,16.0,8.0,497.0,158.0,330.0,10070.0,0.0,0.0,100.0,700.0,140.0,470.0,650.0,320.0,350.0,965.0,160.0,965.0,37.0,1303.0,40.0,900.0,25.0,2730.0,36.0,295.0,52.0,1350.0,7.0,6.0,1575.0,5.0,1.0,152.5,10.5,62.5,0.0,6.0,0.0,90.0,0.0,1217.0,16.0,0.0,720.0,50.0,100.0,0.0,600.0,60.0,0.0,0.0,0.0,20.0,20.0,2760.0,0.0,300.0,350.0,32.0,3305.0,10.0,900.0,900.0,1840.0,2700.0,0.0,20.0,40.0,0.0,0.0,356.0,170.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,190.0,155.0,0.0,60.0,270.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,100.0,80.0,12.0,1.0,120.0,60.0,30.0,120.0,0.0,2.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,20.0,3.0,60.0,0.0,0.0,0.0,2.75,0.211,3.18,4.64,0.287,2.095,0.0,0.3,0.236,0.3,0.3,0.04,0.06,0.0,0.267,0.8200000000000001,0.27899999999999997,0.002,0.99,1.1,0.0,0.16,0.252,0.4,0.09,0.012,0.012,0.03,0.51,0.2,0.44,0.4,0.2,0.0,1.31,0.05,1.11,0.0,0.4,0.042,0.25,0.06,0.0,0.0,0.018000000000000002,0.0,0.098,0.01,0.04,0.0,0.018000000000000002,0.012,0.2,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.36,0.024,0.72,0.0,0.0,0.0,0.0
2024-05-12,2598.0,263.0,1050.0,0.0,47.0,889.0,8171.0,1935.0,2552.0,5350.0,0.0,0.0,1107.0,1950.0,140.0,1227.0,200.0,190.0,1835.0,2320.0,4464.0,387.0,2978.0,482.0,220.0,376.0,1327.0,0.0,0.0,5890.0,941.0,522.0,5.0,2370.0,142.0,10.0,20.0,0.0,1.0,110.0,64.0,120.0,2650.0,3500.0,2.0,2.0,213.0,18.0,1990.0,1540.0,3050.0,18965.0,14.0,2.0,13.0,4.0,520.0,24.0,20.0,4800.0,268.0,20.0,2.0,631.0,202.0,325.0,14880.0,30.0,0.0,200.0,875.0,100.0,525.0,917.0,280.0,755.0,885.0,140.0,885.0,49.0,1527.0,40.0,900.0,25.0,2930.0,36.0,338.0,209.0,2400.0,20.0,0.0,3685.0,25.0,5.0,162.5,33.5,42.5,5.0,7.0,0.0,210.0,1000.0,1626.0,24.0,0.0,835.0,50.0,100.0,0.0,300.0,190.0,0.0,0.0,0.0,0.0,0.0,3040.0,100.0,1180.0,250.0,55.0,1670.0,15.0,800.0,800.0,1680.0,2400.0,0.0,50.0,124.0,0.0,0.0,500.0,60.0,0.0,0.0,0.0,0.0,100.0,80.0,2.0,6.0,250.0,100.0,0.0,40.0,190.0,75.0,40.0,40.0,180.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,240.0,500.0,0.0,0.0,8.0,0.0,0.0,200.0,15.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,120.0,90.0,0.0,0.0,0.0,0.0,70.0,8.0,1.0,0.0,40.0,20.0,0.0,800.0,2.0,0.0,0.0,210.0,200.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,90.0,0.0,0.0,0.0,5.41,0.294,3.8800000000000003,10.67,0.647,5.355,0.35,0.6,0.583,0.002,0.08,0.28,0.0,0.22,0.148,1.169,0.44,0.029,2.943,2.5,0.6000000000000001,0.1,0.184,2.4000000000000004,0.29000000000000004,0.012,0.028,0.03,0.5,0.33499999999999996,0.21000000000000002,0.1,0.05,0.0,3.643,0.15000000000000002,1.9480000000000002,0.0,0.4,0.056,0.35,0.12,0.0,0.28,0.032,0.0,0.08,0.01,0.0,1.0,0.048,0.07200000000000001,0.1,0.0,0.0,0.6,0.0,0.0,0.012,0.42,0.028,0.84,0.0,0.0,0.0,0.0
